deg,mos_pred,noi_pred,dis_pred,col_pred,loud_pred,model,word_error_rate
output_5DHgZowFNKcGeAiN6EyJGA5he4PZe1Jp41yt5QPaC9jF68QD.wav,3.9057596,2.1399715,4.4373317,3.9061785,4.121742,NISQAv2,1.0
